id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
FUE0054,Fuente Thermaltake Series 2791,fuente,344500,2,"fuente Thermaltake modular 650W, color negro. Ideal para oficina.",Thermaltake,Series 2791,Negro,Metal,1459,57x15x9 cm,6,Streaming,"modular, 650W"
GAB0054,Gabinete NZXT Lite 3525,gabinete,301500,4,"gabinete NZXT Micro ATX vidrio templado, color rosa. Ideal para oficina.",NZXT,Lite 3525,Rosa,Acero y vidrio,5117,13x7x5 cm,12,Profesional,"Micro ATX, vidrio templado"
CPU0054,Procesador AMD Air 7174,procesador,483500,31,"procesador AMD Core i7 AM5, color gris. Ideal para oficina.",AMD,Air 7174,Gris,Silicio,3118,7x39x7 cm,36,Gaming,"Core i7, AM5"
MBO0054,Motherboard ASUS Max 3569,motherboard,233500,28,"motherboard ASUS B760 DDR5, color blanco. Ideal para oficina.",ASUS,Max 3569,Blanco,PCB,2230,50x38x24 cm,24,Hogar,"B760, DDR5"
COO0054,Cooler Cooler Master One 8830,cooler,70000,40,"cooler Cooler Master RGB silencioso, color rosa. Ideal para hogar.",Cooler Master,One 8830,Rosa,Aluminio y cobre,2337,25x21x21 cm,12,Streaming,"RGB, silencioso"
NOT0054,Notebook Lenovo Lite 6748,notebook,2946000,30,"notebook Lenovo 14 pulgadas Windows 11, color azul. Ideal para estudio.",Lenovo,Lite 6748,Azul,Aluminio,994,55x13x30 cm,6,Oficina,"14 pulgadas, Windows 11"
TAB0054,Tablet Samsung Series 7953,tablet,255500,34,"tablet Samsung con lapiz 11 pulgadas, color grafito. Ideal para oficina.",Samsung,Series 7953,Grafito,Aluminio,6594,13x20x3 cm,6,Oficina,"con lapiz, 11 pulgadas"
PEN0054,Pendrive Kingston X 8702,pendrive,30000,36,"pendrive Kingston 128GB metalico, color blanco. Ideal para oficina.",Kingston,X 8702,Blanco,Metal,410,32x36x29 cm,12,Oficina,"128GB, metalico"
ROU0054,Router TP-Link Go 1564,router,48500,28,"router TP-Link 4 antenas mesh, color gris. Ideal para estudio.",TP-Link,Go 1564,Gris,Plastico,706,52x25x16 cm,12,Streaming,"4 antenas, mesh"
IMP0054,Impresora HP X 590,impresora,175500,0,"impresora HP multifuncion color, color negro. Ideal para oficina.",HP,X 590,Negro,Plastico,6255,52x10x4 cm,12,Hogar,"multifuncion, color"
CAR0054,Cargador Anker Gamer 8931,cargador,55000,10,"cargador Anker USB-C 2 puertos, color rojo. Ideal para profesional.",Anker,Gamer 8931,Rojo,Plastico,3155,48x12x27 cm,24,Profesional,"USB-C, 2 puertos"
MOU0055,Mouse Genius Max 1493,mouse,83500,32,"mouse Genius 16000 DPI 8000 DPI, color gris. Ideal para gaming.",Genius,Max 1493,Gris,Plastico ABS,1283,16x23x18 cm,6,Profesional,"16000 DPI, 8000 DPI"
TEC0055,Teclado Redragon Gamer 761,teclado,35000,0,"teclado Redragon compacto mecanico, color grafito. Ideal para streaming.",Redragon,Gamer 761,Grafito,Aluminio,2190,20x29x13 cm,24,Gaming,"compacto, mecanico"
MON0055,Monitor AOC Go 8552,monitor,575000,25,"monitor AOC curvo Full HD, color azul. Ideal para oficina.",AOC,Go 8552,Azul,Plastico y metal,3433,14x22x18 cm,12,Profesional,"curvo, Full HD"
AUR0055,Auriculares HyperX Air 902,auriculares,114500,37,"auriculares HyperX microfono surround 7.1, color rojo. Ideal para gaming.",HyperX,Air 902,Rojo,Plastico y cuero sintetico,4576,50x7x22 cm,36,Gaming,"microfono, surround 7.1"
SIL0055,Silla Gamemax Lite 4038,silla,652500,40,"silla Gamemax malla soporte lumbar, color grafito. Ideal para gaming.",Gamemax,Lite 4038,Grafito,Ecocuero y metal,6377,44x38x7 cm,12,Gaming,"malla, soporte lumbar"
WEB0055,Webcam Logitech Plus 869,webcam,173500,8,"webcam Logitech microfono integrado autofoco, color blanco. Ideal para estudio.",Logitech,Plus 869,Blanco,Plastico,6099,5x21x22 cm,24,Streaming,"microfono integrado, autofoco"
MIC0055,Microfono Blue Series 7860,microfono,136500,25,"microfono Blue USB brazo, color plata. Ideal para oficina.",Blue,Series 7860,Plata,Metal,4378,46x9x14 cm,24,Oficina,"USB, brazo"
PAR0055,Parlante JBL Air 1173,parlante,344500,19,"parlante JBL subwoofer RGB, color gris. Ideal para estudio.",JBL,Air 1173,Gris,Madera y plastico,4731,46x24x15 cm,24,Oficina,"subwoofer, RGB"
SSD0055,Ssd Samsung Lite 6977,ssd,405000,34,"ssd Samsung 2TB 7000MB/s, color gris. Ideal para gaming.",Samsung,Lite 6977,Gris,Metal,2586,54x21x4 cm,36,Gaming,"2TB, 7000MB/s"
RAM0055,Ram G.Skill Plus 6487,ram,118000,19,"ram G.Skill 3200MHz 6000MHz, color gris. Ideal para gaming.",G.Skill,Plus 6487,Gris,PCB,1578,30x19x25 cm,24,Profesional,"3200MHz, 6000MHz"
GPU0055,Placa de video Gigabyte Plus 3240,placa de video,2320500,25,"placa de video Gigabyte 12GB RTX 4060, color negro. Ideal para profesional.",Gigabyte,Plus 3240,Negro,Metal y plastico,7120,23x37x20 cm,6,Oficina,"12GB, RTX 4060"
FUE0055,Fuente Corsair X 4055,fuente,115500,30,"fuente Corsair 850W modular, color gris. Ideal para streaming.",Corsair,X 4055,Gris,Metal,554,48x26x3 cm,24,Streaming,"850W, modular"
GAB0055,Gabinete Cooler Master Plus 4012,gabinete,246000,13,"gabinete Cooler Master Micro ATX buena ventilacion, color rosa. Ideal para profesional.",Cooler Master,Plus 4012,Rosa,Acero y vidrio,4859,25x12x14 cm,12,Oficina,"Micro ATX, buena ventilacion"
CPU0055,Procesador Intel Ultra 1649,procesador,409500,0,"procesador Intel LGA1700 8 nucleos, color plata. Ideal para oficina.",Intel,Ultra 1649,Plata,Silicio,2025,42x10x22 cm,12,Hogar,"LGA1700, 8 nucleos"
MBO0055,Motherboard Gigabyte Max 6735,motherboard,546500,3,"motherboard Gigabyte B760 B650, color rojo. Ideal para gaming.",Gigabyte,Max 6735,Rojo,PCB,7571,53x37x17 cm,24,Hogar,"B760, B650"
COO0055,Cooler Cooler Master Gamer 8303,cooler,28000,12,"cooler Cooler Master silencioso aire, color grafito. Ideal para gaming.",Cooler Master,Gamer 8303,Grafito,Aluminio y cobre,6691,6x11x12 cm,36,Gaming,"silencioso, aire"
NOT0055,Notebook Acer Max 9884,notebook,2282500,22,"notebook Acer 512GB SSD pantalla 15.6, color negro. Ideal para streaming.",Acer,Max 9884,Negro,Aluminio,4124,21x23x28 cm,6,Streaming,"512GB SSD, pantalla 15.6"
TAB0055,Tablet Lenovo Pro 3601,tablet,340500,0,"tablet Lenovo 128GB con lapiz, color grafito. Ideal para estudio.",Lenovo,Pro 3601,Grafito,Aluminio,630,56x12x29 cm,24,Gaming,"128GB, con lapiz"
PEN0055,Pendrive SanDisk Lite 3890,pendrive,30500,2,"pendrive SanDisk metalico USB 3.2, color grafito. Ideal para hogar.",SanDisk,Lite 3890,Grafito,Metal,1645,15x15x8 cm,12,Gaming,"metalico, USB 3.2"
ROU0055,Router TP-Link Gamer 4605,router,50000,6,"router TP-Link AX1800 mesh, color rojo. Ideal para gaming.",TP-Link,Gamer 4605,Rojo,Plastico,5746,52x23x6 cm,36,Streaming,"AX1800, mesh"
IMP0055,Impresora Epson X 448,impresora,564500,28,"impresora Epson wifi laser, color rojo. Ideal para streaming.",Epson,X 448,Rojo,Plastico,429,38x11x5 cm,12,Hogar,"wifi, laser"
CAR0055,Cargador Anker Pro 3261,cargador,31500,25,"cargador Anker 2 puertos carga rapida, color negro. Ideal para estudio.",Anker,Pro 3261,Negro,Plastico,774,57x6x14 cm,12,Streaming,"2 puertos, carga rapida"
MOU0056,Mouse Redragon Ultra 5349,mouse,209000,14,"mouse Redragon RGB inalambrico, color rosa. Ideal para profesional.",Redragon,Ultra 5349,Rosa,Plastico ABS,2964,8x32x18 cm,12,Hogar,"RGB, inalambrico"
TEC0056,Teclado Genius Ultra 8052,teclado,337500,14,"teclado Genius layout español RGB, color plata. Ideal para profesional.",Genius,Ultra 8052,Plata,Aluminio,2428,52x7x5 cm,12,Profesional,"layout español, RGB"
MON0056,Monitor Gigabyte Pro 8747,monitor,463000,16,"monitor Gigabyte 2K QHD 75Hz, color plata. Ideal para streaming.",Gigabyte,Pro 8747,Plata,Plastico y metal,7527,40x38x6 cm,36,Gaming,"2K QHD, 75Hz"
AUR0056,Auriculares Razer Lite 6232,auriculares,374500,24,"auriculares Razer inalambrico almohadillas, color blanco. Ideal para streaming.",Razer,Lite 6232,Blanco,Plastico y cuero sintetico,197,43x8x18 cm,24,Estudio,"inalambrico, almohadillas"
SIL0056,Silla Noblechairs Go 1162,silla,360500,2,"silla Noblechairs reclinable malla, color azul. Ideal para hogar.",Noblechairs,Go 1162,Azul,Ecocuero y metal,2140,42x15x14 cm,36,Estudio,"reclinable, malla"
WEB0056,Webcam Genius Air 4956,webcam,112500,10,"webcam Genius Full HD 1080p USB, color plata. Ideal para profesional.",Genius,Air 4956,Plata,Plastico,4795,29x20x6 cm,24,Estudio,"Full HD 1080p, USB"
MIC0056,Microfono HyperX Plus 448,microfono,137000,12,"microfono HyperX brazo filtro pop, color azul. Ideal para gaming.",HyperX,Plus 448,Azul,Metal,1565,58x19x11 cm,12,Hogar,"brazo, filtro pop"
PAR0056,Parlante Genius One 9272,parlante,32000,36,"parlante Genius RGB estereo, color negro. Ideal para hogar.",Genius,One 9272,Negro,Madera y plastico,5294,12x34x26 cm,36,Gaming,"RGB, estereo"
SSD0056,Ssd Crucial Max 3637,ssd,343000,15,"ssd Crucial 500GB 1TB, color azul. Ideal para streaming.",Crucial,Max 3637,Azul,Metal,4984,28x20x30 cm,12,Streaming,"500GB, 1TB"
RAM0056,Ram Kingston Plus 150,ram,51000,10,"ram Kingston 6000MHz 3200MHz, color rojo. Ideal para estudio.",Kingston,Plus 150,Rojo,PCB,5047,32x26x2 cm,12,Hogar,"6000MHz, 3200MHz"
GPU0056,Placa de video MSI Series 2502,placa de video,742000,36,"placa de video MSI 12GB RTX 4080, color grafito. Ideal para hogar.",MSI,Series 2502,Grafito,Metal y plastico,2873,31x9x28 cm,12,Gaming,"12GB, RTX 4080"
FUE0056,Fuente Thermaltake S 1709,fuente,209500,37,"fuente Thermaltake 750W 80 Plus Gold, color gris. Ideal para gaming.",Thermaltake,S 1709,Gris,Metal,2113,58x17x26 cm,24,Hogar,"750W, 80 Plus Gold"
GAB0056,Gabinete NZXT Lite 9727,gabinete,388000,3,"gabinete NZXT 3 coolers vidrio templado, color azul. Ideal para oficina.",NZXT,Lite 9727,Azul,Acero y vidrio,3969,53x19x2 cm,6,Streaming,"3 coolers, vidrio templado"
CPU0056,Procesador AMD One 6500,procesador,395000,25,"procesador AMD Core i7 Core i5, color grafito. Ideal para gaming.",AMD,One 6500,Grafito,Silicio,715,47x17x28 cm,24,Gaming,"Core i7, Core i5"
MBO0056,Motherboard ASUS Ultra 6247,motherboard,413000,6,"motherboard ASUS WiFi ATX, color negro. Ideal para estudio.",ASUS,Ultra 6247,Negro,PCB,649,59x25x3 cm,36,Hogar,"WiFi, ATX"
COO0056,Cooler Cooler Master Air 8649,cooler,193500,27,"cooler Cooler Master silencioso RGB, color rosa. Ideal para gaming.",Cooler Master,Air 8649,Rosa,Aluminio y cobre,6029,28x19x22 cm,24,Profesional,"silencioso, RGB"
NOT0056,Notebook Lenovo Gamer 7319,notebook,1381000,4,"notebook Lenovo 1TB SSD 512GB SSD, color plata. Ideal para hogar.",Lenovo,Gamer 7319,Plata,Aluminio,7303,13x30x26 cm,36,Streaming,"1TB SSD, 512GB SSD"
TAB0056,Tablet Samsung One 2347,tablet,716000,31,"tablet Samsung 10 pulgadas con lapiz, color rojo. Ideal para gaming.",Samsung,One 2347,Rojo,Aluminio,1368,41x9x26 cm,24,Gaming,"10 pulgadas, con lapiz"
PEN0056,Pendrive SanDisk Series 8841,pendrive,21000,13,"pendrive SanDisk 32GB 64GB, color azul. Ideal para gaming.",SanDisk,Series 8841,Azul,Metal,7727,13x25x13 cm,12,Oficina,"32GB, 64GB"
ROU0056,Router Mercusys S 1881,router,151500,1,"router Mercusys 4 antenas WiFi 6, color plata. Ideal para oficina.",Mercusys,S 1881,Plata,Plastico,5604,11x10x21 cm,12,Gaming,"4 antenas, WiFi 6"
IMP0056,Impresora HP Ultra 3685,impresora,289000,30,"impresora HP wifi sistema continuo, color grafito. Ideal para estudio.",HP,Ultra 3685,Grafito,Plastico,2875,29x12x8 cm,12,Hogar,"wifi, sistema continuo"
CAR0056,Cargador Anker Air 9032,cargador,47000,4,"cargador Anker 65W 2 puertos, color azul. Ideal para oficina.",Anker,Air 9032,Azul,Plastico,7132,42x25x3 cm,12,Hogar,"65W, 2 puertos"
MOU0057,Mouse Genius Series 804,mouse,82500,4,"mouse Genius 6 botones programables ergonomico, color blanco. Ideal para oficina.",Genius,Series 804,Blanco,Plastico ABS,5637,21x11x14 cm,36,Estudio,"6 botones programables, ergonomico"
TEC0057,Teclado Logitech Max 7689,teclado,110000,0,"teclado Logitech full size RGB, color plata. Ideal para oficina.",Logitech,Max 7689,Plata,Aluminio,5285,10x36x30 cm,12,Gaming,"full size, RGB"
MON0057,Monitor ViewSonic Lite 4377,monitor,722500,22,"monitor ViewSonic Full HD HDMI, color grafito. Ideal para hogar.",ViewSonic,Lite 4377,Grafito,Plastico y metal,6475,51x33x9 cm,36,Oficina,"Full HD, HDMI"
AUR0057,Auriculares JBL Lite 1983,auriculares,40500,22,"auriculares JBL bluetooth gamer, color gris. Ideal para hogar.",JBL,Lite 1983,Gris,Plastico y cuero sintetico,7912,52x6x17 cm,36,Hogar,"bluetooth, gamer"
SIL0057,Silla Redragon Gamer 7936,silla,417500,26,"silla Redragon apoyabrazos 4D soporte lumbar, color negro. Ideal para oficina.",Redragon,Gamer 7936,Negro,Ecocuero y metal,7095,55x5x13 cm,6,Hogar,"apoyabrazos 4D, soporte lumbar"
WEB0057,Webcam Razer Ultra 2900,webcam,121000,0,"webcam Razer 2K autofoco, color gris. Ideal para hogar.",Razer,Ultra 2900,Gris,Plastico,5610,60x28x2 cm,24,Estudio,"2K, autofoco"
MIC0057,Microfono FIFINE Ultra 4440,microfono,73000,34,"microfono FIFINE brazo USB, color grafito. Ideal para oficina.",FIFINE,Ultra 4440,Grafito,Metal,645,41x13x12 cm,36,Hogar,"brazo, USB"
PAR0057,Parlante Logitech Series 9776,parlante,347000,39,"parlante Logitech 2.0 RGB, color azul. Ideal para estudio.",Logitech,Series 9776,Azul,Madera y plastico,7161,6x15x6 cm,6,Profesional,"2.0, RGB"
SSD0057,Ssd Samsung One 3865,ssd,178000,9,"ssd Samsung 1TB 7000MB/s, color grafito. Ideal para estudio.",Samsung,One 3865,Grafito,Metal,2816,59x37x19 cm,6,Streaming,"1TB, 7000MB/s"
RAM0057,Ram Kingston Plus 5781,ram,217000,3,"ram Kingston RGB 6000MHz, color plata. Ideal para hogar.",Kingston,Plus 5781,Plata,PCB,800,27x16x9 cm,36,Hogar,"RGB, 6000MHz"
GPU0057,Placa de video Zotac Gamer 3311,placa de video,2246000,18,"placa de video Zotac RTX 4060 8GB GDDR6, color gris. Ideal para gaming.",Zotac,Gamer 3311,Gris,Metal y plastico,7943,44x9x25 cm,36,Hogar,"RTX 4060, 8GB GDDR6"
FUE0057,Fuente Thermaltake S 8979,fuente,274000,33,"fuente Thermaltake 80 Plus Gold modular, color gris. Ideal para oficina.",Thermaltake,S 8979,Gris,Metal,6907,58x13x12 cm,12,Hogar,"80 Plus Gold, modular"
GAB0057,Gabinete Cooler Master Air 8818,gabinete,60500,26,"gabinete Cooler Master buena ventilacion 3 coolers, color rojo. Ideal para streaming.",Cooler Master,Air 8818,Rojo,Acero y vidrio,5171,55x20x13 cm,6,Streaming,"buena ventilacion, 3 coolers"
CPU0057,Procesador AMD Pro 6004,procesador,846000,30,"procesador AMD AM5 8 nucleos, color grafito. Ideal para gaming.",AMD,Pro 6004,Grafito,Silicio,5563,12x15x10 cm,12,Streaming,"AM5, 8 nucleos"
MBO0057,Motherboard MSI X 4496,motherboard,532500,30,"motherboard MSI B760 WiFi, color azul. Ideal para oficina.",MSI,X 4496,Azul,PCB,1199,27x23x7 cm,12,Streaming,"B760, WiFi"
COO0057,Cooler Cooler Master Air 8827,cooler,252000,13,"cooler Cooler Master RGB liquida 240mm, color azul. Ideal para estudio.",Cooler Master,Air 8827,Azul,Aluminio y cobre,7705,11x26x14 cm,12,Profesional,"RGB, liquida 240mm"
NOT0057,Notebook Lenovo Air 5471,notebook,2727000,12,"notebook Lenovo pantalla 15.6 Windows 11, color gris. Ideal para profesional.",Lenovo,Air 5471,Gris,Aluminio,3237,15x15x14 cm,12,Streaming,"pantalla 15.6, Windows 11"
TAB0057,Tablet Samsung X 8779,tablet,729000,7,"tablet Samsung 10 pulgadas 11 pulgadas, color rojo. Ideal para hogar.",Samsung,X 8779,Rojo,Aluminio,3074,28x6x22 cm,36,Estudio,"10 pulgadas, 11 pulgadas"
PEN0057,Pendrive SanDisk S 9253,pendrive,57500,32,"pendrive SanDisk 32GB 128GB, color rojo. Ideal para profesional.",SanDisk,S 9253,Rojo,Metal,6807,21x19x2 cm,12,Profesional,"32GB, 128GB"
ROU0057,Router Tenda One 2065,router,187000,31,"router Tenda WiFi 6 mesh, color blanco. Ideal para oficina.",Tenda,One 2065,Blanco,Plastico,4322,58x26x20 cm,12,Profesional,"WiFi 6, mesh"
IMP0057,Impresora Epson Ultra 6067,impresora,242500,21,"impresora Epson laser sistema continuo, color rosa. Ideal para gaming.",Epson,Ultra 6067,Rosa,Plastico,2726,57x25x8 cm,6,Oficina,"laser, sistema continuo"
CAR0057,Cargador Genius Max 6098,cargador,55500,0,"cargador Genius GaN 2 puertos, color rosa. Ideal para hogar.",Genius,Max 6098,Rosa,Plastico,3714,59x25x3 cm,6,Estudio,"GaN, 2 puertos"
MOU0058,Mouse Genius Max 1887,mouse,211500,23,"mouse Genius RGB sensor optico, color azul. Ideal para hogar.",Genius,Max 1887,Azul,Plastico ABS,5093,38x12x24 cm,36,Estudio,"RGB, sensor optico"
TEC0058,Teclado Logitech One 2256,teclado,201500,9,"teclado Logitech mecanico switches red, color plata. Ideal para estudio.",Logitech,One 2256,Plata,Aluminio,4365,40x27x14 cm,12,Oficina,"mecanico, switches red"
MON0058,Monitor AOC Series 7114,monitor,762000,33,"monitor AOC IPS 75Hz, color grafito. Ideal para hogar.",AOC,Series 7114,Grafito,Plastico y metal,4464,33x22x11 cm,12,Oficina,"IPS, 75Hz"
AUR0058,Auriculares Sony Go 5635,auriculares,356500,22,"auriculares Sony microfono almohadillas, color rojo. Ideal para hogar.",Sony,Go 5635,Rojo,Plastico y cuero sintetico,7951,28x25x27 cm,24,Oficina,"microfono, almohadillas"
SIL0058,Silla Noblechairs Max 5089,silla,619000,0,"silla Noblechairs gamer ecocuero, color blanco. Ideal para gaming.",Noblechairs,Max 5089,Blanco,Ecocuero y metal,7279,7x7x6 cm,24,Profesional,"gamer, ecocuero"
WEB0058,Webcam Razer One 3902,webcam,203500,8,"webcam Razer 2K para streaming, color blanco. Ideal para profesional.",Razer,One 3902,Blanco,Plastico,617,18x5x12 cm,24,Hogar,"2K, para streaming"
MIC0058,Microfono HyperX Series 3443,microfono,87500,19,"microfono HyperX brazo USB, color grafito. Ideal para estudio.",HyperX,Series 3443,Grafito,Metal,4349,44x29x14 cm,36,Oficina,"brazo, USB"
PAR0058,Parlante Genius Go 3738,parlante,173500,27,"parlante Genius RGB subwoofer, color grafito. Ideal para gaming.",Genius,Go 3738,Grafito,Madera y plastico,1112,28x37x25 cm,12,Profesional,"RGB, subwoofer"
SSD0058,Ssd Western Digital Lite 1240,ssd,310000,7,"ssd Western Digital M.2 2TB, color rosa. Ideal para oficina.",Western Digital,Lite 1240,Rosa,Metal,6901,9x13x8 cm,12,Streaming,"M.2, 2TB"
RAM0058,Ram Kingston Air 5094,ram,213500,1,"ram Kingston DDR4 16GB, color blanco. Ideal para estudio.",Kingston,Air 5094,Blanco,PCB,2054,31x21x17 cm,12,Oficina,"DDR4, 16GB"
GPU0058,Placa de video Zotac X 496,placa de video,2044500,34,"placa de video Zotac ray tracing RX 7600, color gris. Ideal para streaming.",Zotac,X 496,Gris,Metal y plastico,3785,16x16x30 cm,24,Hogar,"ray tracing, RX 7600"
FUE0058,Fuente Thermaltake X 4365,fuente,298500,9,"fuente Thermaltake 80 Plus Gold 850W, color rojo. Ideal para estudio.",Thermaltake,X 4365,Rojo,Metal,7767,7x25x6 cm,6,Estudio,"80 Plus Gold, 850W"
GAB0058,Gabinete Gamemax S 9173,gabinete,266000,4,"gabinete Gamemax buena ventilacion ATX, color rosa. Ideal para oficina.",Gamemax,S 9173,Rosa,Acero y vidrio,5934,33x12x22 cm,36,Oficina,"buena ventilacion, ATX"
CPU0058,Procesador Intel Gamer 3623,procesador,605500,37,"procesador Intel LGA1700 AM5, color rosa. Ideal para oficina.",Intel,Gamer 3623,Rosa,Silicio,7887,58x6x12 cm,12,Oficina,"LGA1700, AM5"
MBO0058,Motherboard Gigabyte One 9387,motherboard,299500,7,"motherboard Gigabyte ATX DDR5, color rosa. Ideal para profesional.",Gigabyte,One 9387,Rosa,PCB,5434,59x9x22 cm,24,Oficina,"ATX, DDR5"
COO0058,Cooler DeepCool Series 2457,cooler,196500,24,"cooler DeepCool liquida 240mm liquida 360mm, color rosa. Ideal para oficina.",DeepCool,Series 2457,Rosa,Aluminio y cobre,6516,41x39x8 cm,24,Estudio,"liquida 240mm, liquida 360mm"
NOT0058,Notebook Dell Plus 6946,notebook,3403500,30,"notebook Dell Windows 11 pantalla 15.6, color blanco. Ideal para hogar.",Dell,Plus 6946,Blanco,Aluminio,1842,15x30x11 cm,12,Gaming,"Windows 11, pantalla 15.6"
TAB0058,Tablet Lenovo Plus 4259,tablet,389000,29,"tablet Lenovo con lapiz 10 pulgadas, color plata. Ideal para estudio.",Lenovo,Plus 4259,Plata,Aluminio,3644,5x16x20 cm,12,Hogar,"con lapiz, 10 pulgadas"
PEN0058,Pendrive Kingston Max 1008,pendrive,58000,34,"pendrive Kingston 64GB USB 3.2, color rojo. Ideal para streaming.",Kingston,Max 1008,Rojo,Metal,971,18x36x24 cm,24,Oficina,"64GB, USB 3.2"
ROU0058,Router Tenda Series 8602,router,37500,7,"router Tenda doble banda 4 antenas, color rosa. Ideal para profesional.",Tenda,Series 8602,Rosa,Plastico,3303,51x8x19 cm,12,Oficina,"doble banda, 4 antenas"
IMP0058,Impresora Epson Pro 4446,impresora,694000,33,"impresora Epson color laser, color plata. Ideal para estudio.",Epson,Pro 4446,Plata,Plastico,3641,27x18x24 cm,24,Streaming,"color, laser"
CAR0058,Cargador Genius X 3125,cargador,68500,4,"cargador Genius 2 puertos GaN, color rosa. Ideal para gaming.",Genius,X 3125,Rosa,Plastico,1704,6x22x11 cm,12,Hogar,"2 puertos, GaN"
MOU0059,Mouse Microsoft Ultra 9482,mouse,25500,23,"mouse Microsoft RGB 8000 DPI, color rojo. Ideal para oficina.",Microsoft,Ultra 9482,Rojo,Plastico ABS,7865,18x10x2 cm,12,Streaming,"RGB, 8000 DPI"
TEC0059,Teclado Genius Max 9715,teclado,170500,13,"teclado Genius mecanico membrana, color rojo. Ideal para streaming.",Genius,Max 9715,Rojo,Aluminio,7159,52x37x8 cm,6,Estudio,"mecanico, membrana"
MON0059,Monitor LG Pro 9546,monitor,370500,38,"monitor LG 165Hz VA, color grafito. Ideal para estudio.",LG,Pro 9546,Grafito,Plastico y metal,7975,12x14x14 cm,6,Streaming,"165Hz, VA"
AUR0059,Auriculares Razer Go 2586,auriculares,87000,30,"auriculares Razer gamer con cable, color blanco. Ideal para streaming.",Razer,Go 2586,Blanco,Plastico y cuero sintetico,1193,8x12x21 cm,6,Gaming,"gamer, con cable"
SIL0059,Silla Redragon S 6697,silla,214000,8,"silla Redragon ergonomica soporte lumbar, color blanco. Ideal para gaming.",Redragon,S 6697,Blanco,Ecocuero y metal,3707,13x26x23 cm,36,Oficina,"ergonomica, soporte lumbar"
WEB0059,Webcam Razer One 3607,webcam,85500,28,"webcam Razer autofoco USB, color negro. Ideal para oficina.",Razer,One 3607,Negro,Plastico,4442,5x16x16 cm,24,Estudio,"autofoco, USB"
